,지역,연령,성별,독서 빈도,독서장애요인1,독서장애요인2,도서 선택시 이용정보1,도서 선택시 이용정보2,도서 입수경로1,도서 입수경로2,종이책 선호분야1,종이책 선호분야2,전자책 선호분야1,전자책 선호분야2,도서관 이용경험,주이용 도서관 종류1,월 평균 이용빈도,연 평균 이용빈도,이용 목적,비이용 이유,최종학력,연도,종이책 빈도,전자책 빈도,오디오북 빈도,종이신문,인터넷신문,종이잡지,웹진,만화책,웹툰,독서 선호도,주이용 도서관 종류2,평일 평균 독서시간(분),주말 평균 독서시간(분),종이_평일 평균 독서시간(분),종이_주말 평균 독서시간(분),전자_평일 평균 독서시간(분),전자_주말 평균 독서시간(분),오디오_평일 평균 독서시간(분),오디오_주말 평균 독서시간(분),종이책,전자책,웹소설,오디오북,총 독서량,도서관 방문,전자도서관 이용,전자책/오디오북/웹소설 구독,전자책 이용이유1,전자책 이용이유2,전자책 이용방식1,전자책 이용방식2
10,서울,19-29세,여,일주일에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,여가/취미활동,"가족, 친구 추천","신문이나 잡지의 책 소개, 광고",직접 구입,집에 있는 책,"경제, 경영",소설(장르소설 포함),0,0,없다,0,0,0,0,읽고 싶은 책은 구입해서 읽는다,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소,변함 없음,변함 없음,0,0,0,0
11,서울,19-29세,여,일주일에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,여가/취미활동,"가족, 친구 추천","신문이나 잡지의 책 소개, 광고",직접 구입,집에 있는 책,소설(장르소설 포함),"취미, 오락, 여행, 건강",0,0,없다,0,0,0,0,읽고 싶은 책은 구입해서 읽는다,고등학교,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소,변함 없음,변함 없음,0,0,0,0
12,서울,19-29세,남,일주일에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용","신문이나 잡지의 책 소개, 광고","인터넷의 책 소개, 광고",도서관 대여,직접 구입,소설(장르소설 포함),자기계발서,소설(장르소설 포함),자기계발서,있다,대학도서관,8,0,"공부, 학습",0,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,공공도서관,0.0,0.0,30.0,60.0,60.0,60.0,0.0,0.0,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,약간 증가,약간 증가,약간 증가,시간과 장소에 관계없이 이용할 수 있어서,보관과 휴대가 편리해서,구매 이용,대여 이용
13,서울,19-29세,여,일주일에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,"가족, 친구 추천",베스트셀러,직접 구입,직장 비치,"정치, 사회, 시사",소설(장르소설 포함),0,0,있다,대학도서관,10,0,독서 및 도서 대출,0,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,공공도서관,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음,변함 없음,0,0,0,0
14,서울,19-29세,여,전혀 읽지 않음,일 또는 학업 때문에 책읽을시간이 없어서,책 읽는 것이 싫고 책 읽는 습관이 들지 않아서,0,0,0,0,0,0,0,0,없다,0,0,0,0,책을 읽지 않는다,고등학교,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매우 싫어한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,매우 감소,변함 없음,변함 없음,변함 없음,0,0,0,0
15,서울,19-29세,여,한 달에 한두 번,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용",일 또는 학업 때문에 책읽을시간이 없어서,"가족, 친구 추천","텔레비전이나 라디오의 책 소개, 광고",직접 구입,0,0,0,소설(장르소설 포함),"어학, 외국어",없다,0,0,0,0,집에서 멀다,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,구매 이용,0
16,서울,19-29세,여,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용",일 또는 학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",도서관 대여,직접 구입,소설(장르소설 포함),"역사, 지리",소설(장르소설 포함),"역사, 지리",있다,대학도서관,25,0,"공부, 학습",0,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,공공도서관,0.0,0.0,30.0,30.0,30.0,30.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,구매 이용,무료 이용
17,서울,19-29세,남,몇 달에 한번,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용",일 또는 학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,도서관 대여,소설(장르소설 포함),"정치, 사회, 시사",0,0,있다,공공도서관,매우 증가,0,"공부, 학습",0,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,대학도서관,0.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,약간 감소,매우 감소,0,0,0,0
18,서울,19-29세,남,일주일에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용","신문이나 잡지의 책 소개, 광고","인터넷의 책 소개, 광고",도서관 대여,직접 구입,소설(장르소설 포함),자기계발서,소설(장르소설 포함),자기계발서,있다,대학도서관,8,0,"공부, 학습",0,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,공공도서관,0.0,0.0,30.0,60.0,60.0,90.0,0.0,0.0,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,약간 증가,약간 증가,약간 증가,시간과 장소에 관계없이 이용할 수 있어서,보관과 휴대가 편리해서,구매 이용,대여 이용
19,서울,19-29세,남,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용",일 또는 학업 때문에 책읽을시간이 없어서,각종 기관 추천도서,베스트셀러,도서관 대여,선물,0,0,소설(장르소설 포함),문학,있다,공공도서관,매우 감소,0,"공부, 학습",0,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,대학도서관,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,매우 감소,약간 증가,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,무료로 이용할 수 있어서,보관과 휴대가 편리해서,무료 이용,0
20,서울,19-29세,여,일주일에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용","서점, 도서관 등에서 책을 직접 보고","텔레비전이나 라디오의 책 소개, 광고",직접 구입,집에 있는 책,소설(장르소설 포함),"어학, 외국어",소설(장르소설 포함),"가정, 육아, 요리",있다,공공도서관,10,0,"공부, 학습",0,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,대학도서관,0.0,0.0,30.0,60.0,60.0,120.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,약간 증가,변함 없음,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,구매 이용,대여 이용
21,서울,19-29세,여,일주일에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용","서점, 도서관 등에서 책을 직접 보고","신문이나 잡지의 책 소개, 광고",직접 구입,도서관 대여,소설(장르소설 포함),"어학, 외국어",소설(장르소설 포함),"어학, 외국어",있다,공공도서관,12,0,"공부, 학습",0,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,대학도서관,0.0,0.0,30.0,60.0,60.0,120.0,0.0,0.0,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,약간 증가,약간 증가,변함 없음,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,구매 이용,대여 이용
22,서울,19-29세,남,일주일에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용",베스트셀러,"인터넷의 책 소개, 광고",직접 구입,도서관 대여,"역사, 지리",소설(장르소설 포함),"과학, 기술, 컴퓨터",소설(장르소설 포함),있다,대학도서관,매우 감소,0,자료조사,0,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,전문도서관,0.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,부담 없이 즐길 수 있어서,무료 이용,구매 이용
23,서울,19-29세,남,일주일에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용","유명인, 전문가 추천",베스트셀러,집에 있는 책,주위 사람에게 대여,"경제, 경영","취미, 오락, 여행, 건강","경제, 경영","취미, 오락, 여행, 건강",없다,0,0,0,0,일이 바빠 갈 시간이 없다,고등학교,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,30.0,60.0,60.0,60.0,0.0,0.0,약간 증가,약간 증가,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,변함 없음,무료로 이용할 수 있어서,시간과 장소에 관계없이 이용할 수 있어서,무료 이용,0
24,서울,19-29세,여,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용",책 읽는 것이 싫고 책 읽는 습관이 들지 않아서,베스트셀러,"가족, 친구 추천",직접 구입,주위 사람에게 대여,문학,소설(장르소설 포함),소설(장르소설 포함),"가정, 육아, 요리",있다,공공도서관,0,매우 증가,자료조사,0,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,15.0,20.0,20.0,20.0,0.0,0.0,약간 증가,약간 증가,약간 증가,변함 없음,약간 증가,약간 감소,변함 없음,변함 없음,종이책보다 가격이 저렴해서,좋아하는 콘텐츠가 많아서,구매 이용,대여 이용
25,서울,19-29세,남,몇 달에 한번,책을 읽을만한 마음의 여유가 없어서,책 읽는 것이 싫고 책 읽는 습관이 들지 않아서,베스트셀러,"인터넷의 책 소개, 광고",직접 구입,직장 비치,재테크,자기계발서,0,0,없다,0,0,0,0,책을 읽지 않는다,대학원 석사과정,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,0,0,0,0
26,서울,19-29세,남,몇 달에 한번,일 또는 학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용","인터넷의 책 소개, 광고","서점, 도서관 등에서 책을 직접 보고",직접 구입,도서관 대여,소설(장르소설 포함),"정치, 사회, 시사",0,0,있다,공공도서관,매우 증가,0,"공부, 학습",0,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,전문도서관,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,변함 없음,0,0,0,0
27,서울,19-29세,남,한 달에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,여가/취미활동,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,직접 구입,집에 있는 책,0,0,소설(장르소설 포함),"경제, 경영",없다,0,0,0,0,일이 바빠 갈 시간이 없다,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,120.0,약간 감소,약간 증가,약간 증가,약간 증가,변함 없음,약간 감소,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,부담 없이 즐길 수 있어서,무료 이용,구매 이용
28,서울,19-29세,남,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용",일 또는 학업 때문에 책읽을시간이 없어서,"유명인, 전문가 추천",베스트셀러,주위 사람에게 대여,도서관 대여,문학,"가정, 육아, 요리",소설(장르소설 포함),문학,있다,공공도서관,매우 증가,0,독서 및 도서 대출,0,고등학교,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,60.0,60.0,120.0,0.0,0.0,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,약간 증가,약간 증가,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,부담 없이 즐길 수 있어서,무료 이용,대여 이용
29,서울,19-29세,여,한 달에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,책 구입이 경제적으로 부담되어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,도서관 대여,소설(장르소설 포함),"정치, 사회, 시사",소설(장르소설 포함),자기계발서,있다,학교도서관,0,약간 증가,독서 및 도서 대출,0,대학원 석사과정,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,공공도서관,0.0,0.0,20.0,60.0,30.0,30.0,0.0,0.0,변함 없음,변함 없음,변함 없음,약간 감소,변함 없음,약간 감소,변함 없음,변함 없음,무료로 이용할 수 있어서,시간과 장소에 관계없이 이용할 수 있어서,무료 이용,정기구독 이용
30,서울,19-29세,남,일주일에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,책을 읽을만한 마음의 여유가 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,0,0,0,"경제, 경영",소설(장르소설 포함),없다,0,0,0,0,집에서 멀다,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,보관과 휴대가 편리해서,시간과 장소에 관계없이 이용할 수 있어서,구매 이용,0
31,서울,19-29세,남,일주일에 한두 번,책 읽는 것이 싫고 책 읽는 습관이 들지 않아서,책을 읽을만한 마음의 여유가 없어서,"인터넷의 책 소개, 광고",SNS 책 소개,집에 있는 책,직접 구입,문학,자기계발서,0,0,없다,0,0,0,0,집에서 멀다,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,120.0,60.0,0.0,0.0,120.0,180.0,약간 증가,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,0,0,무료 이용,구매 이용
32,서울,19-29세,여,몇 달에 한번,여가/취미활동,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용","인터넷의 책 소개, 광고","유튜브, 책방송 팟캐스트의 책 소개",기타,집에 있는 책,0,0,"정치, 사회, 시사","과학, 기술, 컴퓨터",없다,0,0,0,0,이용 절차가 까다롭다,대학(4년제 미만),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 좋아한다,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,변함 없음,약간 증가,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,0,0,무료 이용,0
33,서울,19-29세,남,매일,일 또는 학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용",SNS 책 소개,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,0,0,소설(장르소설 포함),"취미, 오락, 여행, 건강",없다,0,0,0,0,일이 바빠 갈 시간이 없다,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,60.0,120.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,0,0,구매 이용,무료 이용
34,서울,19-29세,남,한 달에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,독서의 필요성을 느끼지 못해서,"유튜브, 책방송 팟캐스트의 책 소개","인터넷의 책 소개, 광고",주위 사람에게 대여,직접 구입,문학,재테크,"철학, 사상, 종교",소설(장르소설 포함),있다,공공도서관,매우 증가,0,독서 및 도서 대출,0,고등학교,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,약간 싫어한다,0.0,0.0,0.0,30.0,20.0,0.0,60.0,0.0,0.0,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,정기구독 서비스로 무제한 이용이 가능해서,보관과 휴대가 편리해서,구매 이용,0
35,서울,19-29세,남,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등 콘텐츠 이용",여가/취미활동,SNS 책 소개,"유튜브, 책방송 팟캐스트의 책 소개",직접 구입,집에 있는 책,0,0,"취미, 오락, 여행, 건강",소설(장르소설 포함),없다,0,0,0,0,읽을 만한 책이 없다,대학(4년제 미만),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,0.0,120.0,60.0,0.0,0.0,변함 없음,약간 증가,약간 증가,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,부담 없이 즐길 수 있어서,무료 이용,구매 이용
36,서울,19-29세,남,한 달에 한두 번,일 또는 학업 때문에 책읽을시간이 없어서,책을 읽을만한 마음의 여유가 없어서,각종 기관 추천도서,베스트셀러,집에 있는 책,직접 구입,자기계발서,"취미, 오락, 여행, 건강",소설(장르소설 포함),"취미, 오락, 여행, 건강",없다,0,0,0,0,일이 바빠 갈 시간이 없다,대학(4년제 이상),2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,보통이다,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,변함 없음,변함 없음,약간 증가,변함 없음,변함 없음,변함 없음,변함 없음,변함 없음,시간과 장소에 관계없이 이용할 수 있어서,부담 없이 즐길 수 있어서,무료 이용,구매 이용
